id,comment,sentiment
1091,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1092,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1093,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1094,আজকের আবহাওয়া খুব খারাপ।,negative
1095,আজকের দিনটা খুব ভালো লাগছে।,positive
1096,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1097,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1098,আমি প্রতিদিন চা খাই।,neutral
1099,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1100,খাবারটি একদমই ভালো ছিল না।,negative
1101,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1102,আজকের দিনটা খুব ভালো লাগছে।,positive
1103,খুবই সুন্দর দৃশ্য।,positive
1104,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1105,তুমি সময়মতো কাজ করোনি।,negative
1106,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1107,আমি সকাল ৭টায় উঠেছি।,neutral
1108,এই সপ্তাহে অনেক কাজ আছে।,neutral
1109,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1110,আজকের দিনটা খুব ভালো লাগছে।,positive
1111,তুমি দারুণ কাজ করেছো।,positive
1112,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1113,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1114,খাবারটি একদমই ভালো ছিল না।,negative
1115,তোমার সাহায্যের জন্য ধন্যবাদ।,positive
1116,খুবই সুন্দর দৃশ্য।,positive
1117,রাত ১০টায় ঘুমাতে যাব।,neutral
1118,রাত ১০টায় ঘুমাতে যাব।,neutral
1119,আজ খুব খারাপ লাগছে।,negative
1120,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1121,সিনেমাটি বিরক্তিকর ছিল।,negative
1122,ফলাফলে আমি হতাশ।,negative
1123,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1124,ট্রাফিক জ্যাম ভয়াবহ।,negative
1125,আজকের দিনটা খুব ভালো লাগছে।,positive
1126,এই সপ্তাহে অনেক কাজ আছে।,neutral
1127,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1128,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1129,পরীক্ষাটা খুব কঠিন ছিল।,negative
1130,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1131,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1132,পরীক্ষাটা খুব কঠিন ছিল।,negative
1133,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1134,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1135,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1136,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1137,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1138,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1139,আমি নতুন একটি বই কিনেছি।,neutral
1140,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1141,তুমি সময়মতো কাজ করোনি।,negative
1142,আমি প্রতিদিন চা খাই।,neutral
1143,পরীক্ষাটা খুব কঠিন ছিল।,negative
1144,সিনেমাটি বিরক্তিকর ছিল।,negative
1145,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1146,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1147,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1148,আজ খুব খারাপ লাগছে।,negative
1149,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1150,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1151,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1152,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1153,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1154,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1155,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1156,আজ রবিবার।,neutral
1157,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1158,তুমি সময়মতো কাজ করোনি।,negative
1159,খুবই সুন্দর দৃশ্য।,positive
1160,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1161,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1162,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1163,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
1164,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1165,আমি নতুন একটি বই কিনেছি।,neutral
1166,এই সপ্তাহে অনেক কাজ আছে।,neutral
1167,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1168,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1169,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1170,সিনেমাটি বিরক্তিকর ছিল।,negative
1171,আজ খুব খারাপ লাগছে।,negative
1172,আজকের দিনটা খুব ভালো লাগছে।,positive
1173,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1174,আজকের দিনটা খুব ভালো লাগছে।,positive
1175,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1176,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1177,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1178,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1179,আমরা ঢাকায় থাকি।,neutral
1180,আজ খুব খারাপ লাগছে।,negative
1181,খুবই সুন্দর দৃশ্য।,positive
1182,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1183,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1184,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1185,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1186,খাবারটি একদমই ভালো ছিল না।,negative
1187,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1188,রাত ১০টায় ঘুমাতে যাব।,neutral
1189,আমি সকাল ৭টায় উঠেছি।,neutral
1190,আজকের আবহাওয়া খুব খারাপ।,negative
1191,সিনেমাটি বিরক্তিকর ছিল।,negative
1192,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1193,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1194,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1195,আমি নতুন একটি বই কিনেছি।,neutral
1196,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1197,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1198,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1199,ফলাফলে আমি হতাশ।,negative
1200,এই সপ্তাহে অনেক কাজ আছে।,neutral
1201,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1202,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1203,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1204,খুবই সুন্দর দৃশ্য।,positive
1205,আজ রবিবার।,neutral
1206,এই সপ্তাহে অনেক কাজ আছে।,neutral
1207,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1208,আজ রবিবার।,neutral
1209,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1210,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1211,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1212,এই সপ্তাহে অনেক কাজ আছে।,neutral
1213,তোমার সাহায্যের জন্য ধন্যবাদ।,positive
1214,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1215,আমি সকাল ৭টায় উঠেছি।,neutral
1216,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1217,সিনেমাটি বিরক্তিকর ছিল।,negative
1218,আমি সকাল ৭টায় উঠেছি।,neutral
1219,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1220,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1221,ট্রাফিক জ্যাম ভয়াবহ।,negative
1222,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1223,তুমি দারুণ কাজ করেছো।,positive
1224,আমি সকাল ৭টায় উঠেছি।,neutral
1225,আজকের আবহাওয়া খুব খারাপ।,negative
1226,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1227,আজকের দিনটা খুব ভালো লাগছে।,positive
1228,ট্রাফিক জ্যাম ভয়াবহ।,negative
1229,রাত ১০টায় ঘুমাতে যাব।,neutral
1230,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1231,পরীক্ষাটা খুব কঠিন ছিল।,negative
1232,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1233,খাবারটি একদমই ভালো ছিল না।,negative
1234,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1235,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1236,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1237,তোমার সাহায্যের জন্য ধন্যবাদ।,positive
1238,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1239,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1240,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1241,খাবারটি একদমই ভালো ছিল না।,negative
1242,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1243,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1244,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1245,আজকের আবহাওয়া চমৎকার।,positive
1246,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1247,এই সপ্তাহে অনেক কাজ আছে।,neutral
1248,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1249,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1250,আমরা ঢাকায় থাকি।,neutral
1251,রাত ১০টায় ঘুমাতে যাব।,neutral
1252,আজকের দিনটা খুব ভালো লাগছে।,positive
1253,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1254,তুমি দারুণ কাজ করেছো।,positive
1255,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1256,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1257,আমি প্রতিদিন চা খাই।,neutral
1258,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1259,আজকের আবহাওয়া খুব খারাপ।,negative
1260,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1261,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1262,আমি প্রতিদিন চা খাই।,neutral
1263,সিনেমাটি বিরক্তিকর ছিল।,negative
1264,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1265,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1266,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1267,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1268,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1269,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1270,তুমি দারুণ কাজ করেছো।,positive
1271,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1272,খাবারটি একদমই ভালো ছিল না।,negative
1273,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1274,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1275,ট্রাফিক জ্যাম ভয়াবহ।,negative
1276,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1277,খাবারটি একদমই ভালো ছিল না।,negative
1278,আমি প্রতিদিন চা খাই।,neutral
1279,সিনেমাটি বিরক্তিকর ছিল।,negative
1280,পরীক্ষাটা খুব কঠিন ছিল।,negative
1281,সিনেমাটি বিরক্তিকর ছিল।,negative
1282,আজ খুব খারাপ লাগছে।,negative
1283,ট্রাফিক জ্যাম ভয়াবহ।,negative
1284,আজকের আবহাওয়া খুব খারাপ।,negative
1285,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1286,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
1287,খুবই সুন্দর দৃশ্য।,positive
1288,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1289,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1290,আমি নতুন একটি বই কিনেছি।,neutral
1291,রাত ১০টায় ঘুমাতে যাব।,neutral
1292,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1293,আজ রবিবার।,neutral
1294,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1295,রাত ১০টায় ঘুমাতে যাব।,neutral
1296,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1297,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
1298,তোমার সাহায্যের জন্য ধন্যবাদ।,positive
1299,খাবারটি একদমই ভালো ছিল না।,negative
1300,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1301,আজ রবিবার।,neutral
1302,এই সপ্তাহে অনেক কাজ আছে।,neutral
1303,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1304,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1305,আমরা ঢাকায় থাকি।,neutral
1306,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1307,সিনেমাটি বিরক্তিকর ছিল।,negative
1308,তুমি দারুণ কাজ করেছো।,positive
1309,খুবই সুন্দর দৃশ্য।,positive
1310,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1311,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1312,ফলাফলে আমি হতাশ।,negative
1313,আমরা ঢাকায় থাকি।,neutral
1314,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1315,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1316,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1317,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1318,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1319,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1320,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1321,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1322,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1323,এই সপ্তাহে অনেক কাজ আছে।,neutral
1324,আমি প্রতিদিন চা খাই।,neutral
1325,খাবারটি একদমই ভালো ছিল না।,negative
1326,সিনেমাটি বিরক্তিকর ছিল।,negative
1327,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1328,এই সপ্তাহে অনেক কাজ আছে।,neutral
1329,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1330,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1331,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1332,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1333,আমি নতুন একটি বই কিনেছি।,neutral
1334,আজকের আবহাওয়া খুব খারাপ।,negative
1335,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1336,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
1337,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1338,খুবই সুন্দর দৃশ্য।,positive
1339,পরীক্ষাটা খুব কঠিন ছিল।,negative
1340,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1341,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1342,রাত ১০টায় ঘুমাতে যাব।,neutral
1343,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1344,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1345,আজকের দিনটা খুব ভালো লাগছে।,positive
1346,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1347,তুমি সময়মতো কাজ করোনি।,negative
1348,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1349,আজকের আবহাওয়া খুব খারাপ।,negative
1350,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1351,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1352,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1353,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1354,খুবই সুন্দর দৃশ্য।,positive
1355,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1356,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1357,আজকের আবহাওয়া খুব খারাপ।,negative
1358,রাত ১০টায় ঘুমাতে যাব।,neutral
1359,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1360,তুমি দারুণ কাজ করেছো।,positive
1361,ফলাফলে আমি হতাশ।,negative
1362,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1363,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1364,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1365,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1366,আজকের আবহাওয়া চমৎকার।,positive
1367,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1368,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1369,রাত ১০টায় ঘুমাতে যাব।,neutral
1370,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1371,এই সপ্তাহে অনেক কাজ আছে।,neutral
1372,খুবই সুন্দর দৃশ্য।,positive
1373,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1374,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1375,তুমি দারুণ কাজ করেছো।,positive
1376,তোমার সাহায্যের জন্য ধন্যবাদ।,positive
1377,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1378,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1379,তুমি সময়মতো কাজ করোনি।,negative
1380,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1381,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1382,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1383,তুমি দারুণ কাজ করেছো।,positive
1384,ট্রাফিক জ্যাম ভয়াবহ।,negative
1385,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1386,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
